"grid_size","phi","bandwidth","point_type","distance_type","true_cov","est_cov","difference","dist"
50,1,0.1,"Many","Closest",1.10034319252678,0.509053243880751,0.591289948646026,0.0952180454733478
50,1,0.1,"Many","Medium",1.58288624766895,-0.0374206159984328,1.62030686366738,0.478361563321022
50,1,0.1,"Many","Farthest",3.79665455412362,-0.542450942964748,4.33910549708837,0.946594084101982
50,1,0.1,"Few","Closest",1.15881034565235,0.434397614065972,0.724412731586377,0.146876313377382
50,1,0.1,"Few","Medium",2.21682934822345,-0.23066378106709,2.44749312929054,0.670023355095652
50,1,0.1,"Few","Farthest",6.65944905520936,-0.499498619914064,7.15894767512342,1.1683904956956
50,1,0.1,"Border","Closest",1.15881034565235,0.434397614065972,0.724412731586377,0.146876313377382
50,1,0.1,"Border","Medium",2.21682934822345,-0.23066378106709,2.44749312929054,0.670023355095652
50,1,0.1,"Border","Farthest",6.65944905520936,-0.499498619914064,7.15894767512342,1.1683904956956
50,1,0.2,"Many","Closest",1.10034319252678,0.426709008862644,0.673634183664134,0.0952180454733478
50,1,0.2,"Many","Medium",1.58288624766895,-0.112740210610702,1.69562645827965,0.478361563321022
50,1,0.2,"Many","Farthest",3.79665455412362,-0.651263477220424,4.44791803134404,0.946594084101982
50,1,0.2,"Few","Closest",1.15881034565235,0.300492793171619,0.858317552480731,0.146876313377382
50,1,0.2,"Few","Medium",2.21682934822345,-0.301119075096095,2.51794842331954,0.670023355095652
50,1,0.2,"Few","Farthest",6.65944905520936,-0.499498619914064,7.15894767512342,1.1683904956956
50,1,0.2,"Border","Closest",1.15881034565235,0.300492793171619,0.858317552480731,0.146876313377382
50,1,0.2,"Border","Medium",2.21682934822345,-0.301119075096095,2.51794842331954,0.670023355095652
50,1,0.2,"Border","Farthest",6.65944905520936,-0.499498619914064,7.15894767512342,1.1683904956956
50,1,0.3,"Many","Closest",1.10034319252678,0.369556928849052,0.730786263677725,0.0952180454733478
50,1,0.3,"Many","Medium",1.58288624766895,-0.0426530680827838,1.62553931575173,0.478361563321022
50,1,0.3,"Many","Farthest",3.79665455412362,-0.63974891998208,4.4364034741057,0.946594084101982
50,1,0.3,"Few","Closest",1.15881034565235,0.328805127535776,0.830005218116574,0.146876313377382
50,1,0.3,"Few","Medium",2.21682934822345,-0.413260513390733,2.63008986161418,0.670023355095652
50,1,0.3,"Few","Farthest",6.65944905520936,-0.689765762606647,7.349214817816,1.1683904956956
50,1,0.3,"Border","Closest",1.15881034565235,0.328805127535776,0.830005218116574,0.146876313377382
50,1,0.3,"Border","Medium",2.21682934822345,-0.413260513390733,2.63008986161418,0.670023355095652
50,1,0.3,"Border","Farthest",6.65944905520936,-0.689765762606647,7.349214817816,1.1683904956956
100,1,0.1,"Many","Closest",1.03058779400563,0.220517834663922,0.810069959341708,0.0574069177797272
100,1,0.1,"Many","Medium",0.95324335069496,-0.00570031386361929,0.958943664558579,0.457187093650546
100,1,0.1,"Many","Farthest",0.780553845399019,-0.222632170969305,1.00318601636832,1.0223954088138
100,1,0.1,"Few","Closest",1.04657537858363,0.147939005840077,0.898636372743549,0.168395095922564
100,1,0.1,"Few","Medium",2.40690775058284,-0.0736208102253474,2.48052856080818,0.714607772942909
100,1,0.1,"Few","Farthest",7.45596180990578,0.0304391457307264,7.42552266417505,1.21227502326479
100,1,0.1,"Border","Closest",0.941458723431628,0.106973731158847,0.83448499227278,0.155501932119128
100,1,0.1,"Border","Medium",0.585689519529874,-0.0155886945695993,0.601278214099473,0.567804454391465
100,1,0.1,"Border","Farthest",0.202278996653726,0.214689665635008,0.0124106689812824,1.08067392874508
100,1,0.2,"Many","Closest",1.03058779400563,0.161333176330766,0.869254617674865,0.0574069177797272
100,1,0.2,"Many","Medium",0.95324335069496,0.0412482607049391,0.911995089990021,0.457187093650546
100,1,0.2,"Many","Farthest",0.780553845399019,-0.149920264959776,0.930474110358795,1.0223954088138
100,1,0.2,"Few","Closest",1.04657537858363,0.0890663423441673,0.957509036239459,0.168395095922564
100,1,0.2,"Few","Medium",2.40690775058284,-0.0609402965493169,2.46784804713215,0.714607772942909
100,1,0.2,"Few","Farthest",7.45596180990578,0.0671989314335742,7.38876287847221,1.21227502326479
100,1,0.2,"Border","Closest",0.941458723431628,0.0759676317545609,0.865491091677067,0.155501932119128
100,1,0.2,"Border","Medium",0.585689519529874,-0.0304064737996664,0.616095993329541,0.567804454391465
100,1,0.2,"Border","Farthest",0.202278996653726,-0.238497702712703,0.440776699366429,1.08067392874508
100,1,0.3,"Many","Closest",1.03058779400563,0.133392181503562,0.897195612502068,0.0574069177797272
100,1,0.3,"Many","Medium",0.95324335069496,0.034053641687641,0.919189709007319,0.457187093650546
100,1,0.3,"Many","Farthest",0.780553845399019,-0.142832386304687,0.923386231703706,1.0223954088138
100,1,0.3,"Few","Closest",1.04657537858363,0.0926975689771323,0.953877809606494,0.168395095922564
100,1,0.3,"Few","Medium",2.40690775058284,-0.0641384043181436,2.47104615490098,0.714607772942909
100,1,0.3,"Few","Farthest",7.45596180990578,-0.125044484658411,7.58100629456419,1.21227502326479
100,1,0.3,"Border","Closest",0.941458723431628,0.112466428919055,0.828992294512572,0.155501932119128
100,1,0.3,"Border","Medium",0.585689519529874,-0.0761457257738118,0.661835245303686,0.567804454391465
100,1,0.3,"Border","Farthest",0.202278996653726,-0.0491998290556987,0.251478825709425,1.08067392874508
150,1,0.1,"Many","Closest",0.97305976824977,0.310454467842206,0.662605300407564,0.0317791995652702
150,1,0.1,"Many","Medium",0.578453074334606,0.068729740384517,0.509723333950089,0.518712828740161
150,1,0.1,"Many","Farthest",0.295465595439129,-0.199285322870296,0.494750918309426,1.01708716051456
150,1,0.1,"Few","Closest",1.0120689490804,0.257267298283669,0.754801650796726,0.0853545076395512
150,1,0.1,"Few","Medium",0.965910172529424,-0.0378999063622534,1.00381007889168,0.458799139858614
150,1,0.1,"Few","Farthest",0.618965288526631,0.16673638731274,0.452228901213891,0.85546440705315
150,1,0.1,"Border","Closest",0.951071197924491,0.298287711392228,0.652783486532263,0.050110884562414
150,1,0.1,"Border","Medium",0.484493733552425,0.0766243007381287,0.407869432814297,0.671216673950313
150,1,0.1,"Border","Farthest",0.148543882356319,-0.0162617112513997,0.164805593607719,1.17211359957275
150,1,0.2,"Many","Closest",0.97305976824977,0.273443275046054,0.699616493203716,0.0317791995652702
150,1,0.2,"Many","Medium",0.578453074334606,0.0683776273613236,0.510075446973283,0.518712828740161
150,1,0.2,"Many","Farthest",0.295465595439129,-0.258051818788269,0.553517414227399,1.01708716051456
150,1,0.2,"Few","Closest",1.0120689490804,0.229244416766892,0.782824532313503,0.0853545076395512
150,1,0.2,"Few","Medium",0.965910172529424,-0.0342599851073486,1.00017015763677,0.458799139858614
150,1,0.2,"Few","Farthest",0.618965288526631,0.180720621175747,0.438244667350883,0.85546440705315
150,1,0.2,"Border","Closest",0.951071197924491,0.261682864615747,0.689388333308744,0.050110884562414
150,1,0.2,"Border","Medium",0.484493733552425,0.0643434569373089,0.420150276615116,0.671216673950313
150,1,0.2,"Border","Farthest",0.148543882356319,-0.0807440013496724,0.229287883705991,1.17211359957275
150,1,0.3,"Many","Closest",0.97305976824977,0.210856354291798,0.762203413957972,0.0317791995652702
150,1,0.3,"Many","Medium",0.578453074334606,0.057431236353,0.521021837981606,0.518712828740161
150,1,0.3,"Many","Farthest",0.295465595439129,-0.254265770969711,0.549731366408841,1.01708716051456
150,1,0.3,"Few","Closest",1.0120689490804,0.184682507374739,0.827386441705657,0.0853545076395512
150,1,0.3,"Few","Medium",0.965910172529424,-0.0323971037466729,0.998307276276097,0.458799139858614
150,1,0.3,"Few","Farthest",0.618965288526631,0.0990645188071586,0.519900769719472,0.85546440705315
150,1,0.3,"Border","Closest",0.951071197924491,0.213939374014544,0.737131823909947,0.050110884562414
150,1,0.3,"Border","Medium",0.484493733552425,0.0442710407155304,0.440222692836895,0.671216673950313
150,1,0.3,"Border","Farthest",0.148543882356319,-0.00709066179727821,0.155634544153597,1.17211359957275
